DATASET_EN,DATASET_TC,NAME_EN,NAME_TC,ADDRESS_EN,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NSEARCH03_EN,Title,NSEARCH04_EN,NSEARCH04_TC,NSEARCH05_EN,NSEARCH05_TC,LATITUDE,Latitude,Longitude,NORTHING,EASTING,GeometryEasting,GeometryNorthing
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO. 1  IN THE MARKET PLACE, G/F, COMMERCIAL COMPLEX - OFFICE AND COMMERCIAL AREAS (ALSO KNOWN AS YU CHUI SHOPPING CENTRE), YU CHUI COURT, 2, 6, 8, NGAU PEI SHA STREET, SHA TIN, NEW TERRITORIES","新界沙田牛皮沙街2,6,8號愉翠苑商業綜合大樓-辦公及商業區 (又稱愉翠商場)地下街市1號檔位",Sha Tin,沙田區,2997813148,2997813148,97,97,FF,FF,大池記,大池記,,,8/9/2025,8/9/2025,22.382053,114.205263,28/8/2024,826982.1523,839191.5553335302,839191.5553000001,826982.1523000002
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION N1 OF UNIT N, 8/F, VALIANT INDUSTRIAL CENTRE, 2-12 AU PUI WAN STREET, SHA TIN, NEW TERRITORIES",新界沙田坳背灣街2-12號威力工業中心8樓N室N1部份,Sha Tin,沙田區,2997813449,2997813449,97,97,FF,FF,SLOW & LOW,SLOW & LOW,,,11/12/2025,11/12/2025,22.397328853529473,114.19621480608636,28/11/2024,828673.5857580742,838259.5241536524,838259.5241999999,828673.5857999995
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP G06C, G/F, KINGS WING PLAZA 1, NO. 3 ON KWAN STREET, SHEK MUN, SHA TIN, NEW TERRITORIES",新界沙田石門安群街3號京瑞廣場一期地下G06C鋪,Sha Tin,沙田區,2997813360,2997813360,97,97,FF,FF,春芳號 (石門店),春芳號 (石門店),,,13/11/2025,13/11/2025,22.387808590802397,114.20778534170287,5/11/2024,827619.5523113195,839451.1833922997,839451.1834000004,827619.5523000006
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOPS UNITS 413-415 (PORTION C), 4/F., THE WAI, 18 CHE KUNG MIU ROAD, SHA TIN, NEW TERRITORIES",新界沙田車公廟路18號圍方4樓413-415號舖(C部份),Sha Tin,沙田區,2997813306,2997813306,97,97,FF,FF,Market Place,Market Place,#G#H,#G#H,1/11/2025,1/11/2025,22.372989554660800,114.180271196892000,26/9/2024,825978.2348992348,836617.8389690706,836617.8389999997,825978.2348999996
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO. G106, GROUND FLOOR, YIU ON SHOPPING CENTRE, YIU ON ESTATE, NO.2 HANG HONG STREET, SHA TIN, NEW TERRITORIES",新界沙田恆康街2號耀安邨耀安商場地下G106號鋪,Sha Tin,沙田區,2997812792,2997812792,97,97,FF,FF,聚興樓,聚興樓,,,20/4/2026,20/4/2026,22.4204629,114.2304123,19/2/2025,831236.2102636785,841779.9987745592,841779.9988000002,831236.2103000004
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO. 2329, LEVEL 2, MOSTOWN, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山新港城中心2樓2329號鋪,Sha Tin,沙田區,2997813032,2997813032,97,97,FF,FF,Beans bakery,Beans bakery,,,24/7/2025,24/7/2025,22.4241633,114.2314688,22/5/2024,831646.0173690915,841888.6217710022,841888.6217999998,831646.0174000002
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO. M31 & M32 IN THE MARKET PLACE, GROUND FLOOR COMMERCIAL / CAR PARK COMPLEX (ALSO KNOWN AS WING A OF HIN KENG SHOPPING CENTRE), HIN KENG ESTATE, NO. 69 CHE KUNG MIU ROAD, SHA TIN, NEW TERRITORIES",新界沙田車公廟路69號顯徑邨商業/停車場大樓 (又名顯徑商場A翼)地下街巿M31及M32號檔位,Sha Tin,沙田區,2997813184,2997813184,97,97,FF,FF,德利小廚,德利小廚,,,28/9/2025,28/9/2025,22.361494,114.171023,20/9/2024,824705.2783294552,835665.3180077052,835665.318,824705.2783000004
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"UNIT 13, 4/F, FONDA INDUSTRIAL BUILDING, 37-39 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街37-39號峯達工業大廈4樓13室,Sha Tin,沙田區,2997813397,2997813397,97,97,FF,FF,GB LIVING CULTURES@FT,火炭培植實驗場,,,25/11/2025,25/11/2025,22.3973474,114.1947461,13/9/2024,828675.6207621607,838108.2881718918,838108.2882000003,828675.6207999997
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO. 206, UPPER SHOPPING LEVEL FLOOR(ALSO KNOWN AS SECOND FLOOR), COMMERCIAL/CAR PARK BLOCK (ALSO KNOWN AS LEK YUEN PLAZA), LEK YUEN ESTATE, NO. 6 LEK YUEN STREET, SHA TIN, NEW TERRITORIES",新界沙田瀝源街6號瀝源邨瀝源廣場2樓206號鋪,Sha Tin,沙田區,2997813892,2997813892,97,97,FF,FF,Baker Talent,新加坡麵包達人,,,20/5/2025,20/5/2025,22.38525147259182,114.19159872080557,22/5/2024,827336.1350116704,837784.3274812424,837784.3274999997,827336.1349999998
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION A OF FLAT 12, 9/F, WAH WAI CENTRE, 38-40 AU PUI WAN STREET, SHA TIN, NEW TERRITORIES",新界沙田坳背灣街38-40號華衛工貿中心9樓12室A部份,Sha Tin,沙田區,2997813218,2997813218,97,97,FF,FF,Guru Guru HK,瓹窿瓹罅,,,3/10/2025,3/10/2025,22.400112,114.1927027,2/8/2024,828981.7372227556,837897.8427226477,837897.8426999999,828981.7371999994
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"UNIT 1401, 14/F, BLOCK A, WAH LUEN INDUSTRIAL CENTRE, 15-21 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭黃竹洋街15-21號 華聯工業中心A座14樓1401室,Sha Tin,沙田區,2997813342,2997813342,97,97,FF,FF,YUET SIN WORKS,月膳工房,#J,#J,9/11/2025,9/11/2025,22.3979455,114.1896139,8/10/2024,828741.7978828711,837579.8092523346,837579.8092999998,828741.7979000006
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION OF G/F, NO. 2, SHEUNG KENG HAU VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍上徑口村2號地下部份,Sha Tin,沙田區,2997813254,2997813254,97,97,FF,FF,芋圓屋,芋圓屋,,,12/10/2025,12/10/2025,22.363281,114.173636,30/9/2024,824903.1542029647,835934.4571829388,835934.4572000001,824903.1542000007
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION N8 OF UNIT N, 8/F, VALIANT INDUSTRIAL CENTRE, 2-12 AU PUI WAN STREET, SHA TIN, NEW TERRITORIES",新界沙田坳背灣街2-12號威力工業中心8樓N室N8部份,Sha Tin,沙田區,2997813476,2997813476,97,97,FF,FF,CAKEDAY HK LIMITED,CAKEDAY HK LIMITED,,,11/12/2025,11/12/2025,22.397328857496078,114.19621480951044,28/11/2024,828673.5861973651,838259.5245061812,838259.5245000003,828673.5862000007
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP G36, G/F, KINGS WING PLAZA 2, NO. 1 ON KWAN STREET, SHEK MUN, SHA TIN, NEW TERRITORIES",新界沙田石門安群街1號京瑞廣場2期地下G36鋪,Sha Tin,沙田區,2997812844,2997812844,97,97,FF,FF,HEAHA,廢茶,,,18/5/2025,18/5/2025,22.388507583491300,114.208102866796000,7/5/2024,827696.9624682596,839483.8657532898,839483.8657999998,827696.9625000004
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION OF FLAT 33, 13/F, BLOCK B, WAH LOK INDUSTRIAL CENTRE, 37-41 SHAN MEI STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭山尾街37-41號華樂工業中心 B座13樓33室(部份),Sha Tin,沙田區,2997812871,2997812871,97,97,FF,FF,世味細味,世味細味,,,1/6/2025,1/6/2025,22.3984586,114.1910307,26/6/2024,828798.6294855783,837725.6941013283,837725.6941,828798.6294999998
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"WORKSHOP 15, 12/F, BLOCK B, GOLDFIELD INDUSTRIAL CENTRE, 1 SUI WO ROAD, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭穗禾路1號豐利工業中心B座12樓15室,Sha Tin,沙田區,2997812914,2997812914,97,97,FF,FF,興盟加工場,興盟加工場,,,27/6/2025,27/6/2025,22.3973545,114.1920175,22/5/2024,828676.3760673616,837827.3184836085,837827.3185,828676.3761
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP MS 22 & 23, 1/F, SHUI CHUEN O (ALLMART) MARKET, SHUI CHUEN O PLAZA, SHUI CHUEN O ESTATE, POK CHUEN STREET, SHA TIN, NEW TERRITORIES",新界沙田博泉街水泉澳邨水泉澳商場水泉澳街市 1樓MS22 & 23鋪,Sha Tin,沙田區,2997813050,2997813050,97,97,FF,FF,李強記廚房,李強記廚房,,,8/8/2025,8/8/2025,22.373624935228600,114.196933163506000,29/7/2024,826048.7282010787,838333.8455976242,838333.8455999997,826048.7281999998
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT J, 14/F, ON WAH INDUSTRIAL BUILDING, 41-43 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街41-43號安華工業大廈14樓J室,Sha Tin,沙田區,2997812880,2997812880,97,97,FF,FF,仟國水產有限公司,仟國水產有限公司,#G,#G,11/6/2025,11/6/2025,22.3977532,114.1946206,12/12/2024,828720.5557951839,838095.3598610403,838095.3598999996,828720.5558000002
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION B OF SHOP 1 & 2, G/F, ALVA HOTEL BY ROYAL, NO. 1 YUEN HONG STREET, SHA TIN, NEW TERRITORIES",新界沙田源康街1號帝逸酒店地下1&2號舖B部份,Sha Tin,沙田區,2997813625,2997813625,97,97,FF,FF,7-ELEVEN FOOD STORE,七.十一便利店,,,15/2/2026,15/2/2026,22.383836763489935,114.2084027170258,2/1/2025,827179.7428559212,839514.8524452379,839514.8524000002,827179.7429000009
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 416A, 4/F, THE WAI, 18 CHE KUNG MIU ROAD, SHA TIN, NEW TERRITORIES",新界沙田車公廟路18號圍方4樓416A舖,Sha Tin,沙田區,2997813412,2997813412,97,97,FF,FF,Hana-Musubi,華御結,,,4/12/2025,4/12/2025,22.372665990688546,114.17963391489224,9/10/2024,825942.4035505081,836552.2059601332,836552.2060000002,825942.4035999998
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO. 9, G/F, KAM SHAN BUILDING, 1-35 TAI WAI ROAD, SHA TIN, NEW TERRITORIES",新界沙田大圍道1-35號金山樓地下9號鋪,Sha Tin,沙田區,2997812905,2997812905,97,97,FF,FF,櫻桃麵包西餅,櫻桃麵包西餅,,,26/6/2025,26/6/2025,22.3757767,114.1770513,25/4/2024,826286.8666108572,836286.2213308568,836286.2213000003,826286.8665999994
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP M5, G/F, MARKET, LAKE SILVER, 599 SAI SHA ROAD, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山西沙路599號銀湖•天峰街市地下M5號檔,Sha Tin,沙田區,2997813722,2997813722,97,97,FF,FF,潮州聯興,潮州聯興,,,19/3/2026,19/3/2026,22.42858953291412,114.24361903927479,17/2/2025,832136.6671393778,843139.2995403773,843139.2994999997,832136.6670999993
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP HIK 9, MTR HIN KENG STATION, TAI WAI, NEW TERRITORIES",新界大圍顯徑港鐵站HIK 9號舗,Sha Tin,沙田區,2997814017,2997814017,97,97,FF,FF,Sushi Take-Out,爭鮮外帶壽司,#G#H,#G#H,21/7/2025,21/7/2025,22.363852668648153,114.1707920319094,23/7/2024,824966.4670780484,835641.5391,835641.5390999997,824966.4671
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION A OF UNIT 24, 11/F, BLOCK A, WAH LUEN INDUSTRIAL CENTRE, 15-21 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭黃竹洋街15-21號 華聯工業中心A座11樓24室A部份,Sha Tin,沙田區,2997814026,2997814026,97,97,FF,FF,,,,,25/7/2025,25/7/2025,22.3979455,114.1896139,7/8/2024,828741.7978828711,837579.8092523346,837579.8092999998,828741.7979000006
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION OF UNIT 13, 14/F, WAH WAI INDUSTRIAL CENTRE, 38-40 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街38-40號 華衛工貿中心14樓13室部分,Sha Tin,沙田區,2997813926,2997813926,97,97,FF,FF,"PRO-SAFE NUTRITIONALS CO., LIMITED",御安營養品製造有限公司,,,13/6/2025,13/6/2025,22.400037650166343,114.19254463137656,18/6/2024,828973.5023265263,837881.5672503364,837881.5673000002,828973.5022999998
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION A, G/F., HK JEBN GROUP CENTER, 13-15 SHING WAN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍成運路13-15號樓上集團中心地下A部份,Sha Tin,沙田區,2997813704,2997813704,97,97,FF,FF,BRIGHT OVERSEAS FOOD LIMITED,僑陽陸海產有限公司,,,19/3/2026,19/3/2026,22.376531120914493,114.18047466125371,6/2/2025,826370.4123,836638.7842779692,836638.7843000004,826370.4123
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"WORKSHOP V ON 2/F, VALIANT INDUSTRIAL CENTRE, NOS. 2-12 AU PUI WAN STREET, SHA TIN, NEW TERRITORIES",新界沙田坳背灣街2-12號威力工業中心2樓V號鋪,Sha Tin,沙田區,2997813883,2997813883,97,97,FF,FF,PETITE PALATE,飯聚,,,15/5/2025,15/5/2025,22.397328857496078,114.19621480951044,4/7/2024,828673.5861973651,838259.5245061812,838259.5245000003,828673.5862000007
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION E3 OF UNIT E, 11/F, LEAPONT INDUSTRIAL BUILDING, 18-28 WO LIU HANG ROAD, SHA TIN, NEW TERRITORIES",新界沙田禾寮坑路18-28號聯邦工業大廈 11樓E室E3部份,Sha Tin,沙田區,2997813856,2997813856,97,97,FF,FF,JF Kitchen,JF Kitchen,,,7/5/2025,7/5/2025,22.397543229057394,114.19724404441784,10/5/2024,828697.3388147901,838365.5037554753,838365.5038000001,828697.3388
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO. C23A, G/F, MARKET, CHUNG ON SHOPPING CENTRE,  CHUNG ON ESTATE, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山頌安邨頌安商場街市地下C23A號舖,Sha Tin,沙田區,2997813874,2997813874,97,97,FF,FF,吃貨,吃貨,,,9/5/2025,9/5/2025,22.42342457219911,114.22743851304034,14/5/2024,831564.0681497132,841473.7218443453,841473.7218000004,831564.0680999998
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP UNIT 301, 3/F, THE WAI, 18 CHE KUNG MIU ROAD, SHA TIN, NEW TERRITORIES",新界沙田車公廟路18號圍方三樓301號鋪,Sha Tin,沙田區,2997813546,2997813546,97,97,FF,FF,Paperstone,Paperstone,,,15/1/2026,15/1/2026,22.3727186,114.1794464,3/12/2024,825948.2289167827,836532.8937,836532.8936999999,825948.2289000005
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO. C3, G/F, MARKET, CHUNG ON SHOPPING CENTRE, CHUNG ON ESTATE, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山頌安邨頌安商場街市地下C3號檔,Sha Tin,沙田區,2997813935,2997813935,97,97,FF,FF,熊貓美食,熊貓美食,,,16/6/2025,16/6/2025,22.421762387026547,114.22658795205098,20/6/2024,831379.9749672626,841386.2151026253,841386.2150999997,831379.9749999996
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION E2 OF UNIT E, 11/F, LEAPONT INDUSTRIAL BUILDING, 18-28 WO LIU HANG ROAD, SHA TIN, NEW TERRITORIES",新界沙田 禾寮坑路18-28號  聯邦工業大廈 11樓 E室 E2部份,Sha Tin,沙田區,2997813962,2997813962,97,97,FF,FF,Treasure cake studio,Treasure cake studio,,,19/6/2025,19/6/2025,22.397543228564135,114.19724404769977,21/6/2024,828697.3387602153,838365.5040934283,838365.5040999996,828697.3388
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP SHM11, MTR SHEK MUN STATION, SHA TIN, NEW TERRITORIES",新界沙田石門港鐵站 SHM11號舖,Sha Tin,沙田區,2997814044,2997814044,97,97,FF,FF,Sushi Take-Out,爭鮮外帶壽司,#G#H,#G#H,29/7/2025,29/7/2025,22.387918980149504,114.2085740029364,31/7/2024,827631.7932680603,839532.3964430867,839532.3964,827631.7932999991
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"MAJOR PORTION OF SHOP NO. 229, 2/F, THE WAI, 18 CHE KUNG MIU ROAD, SHA TIN, NEW TERRITORIES",新界沙田車公廟路18號圍方二樓229號舗(大部分),Sha Tin,沙田區,2997813537,2997813537,97,97,FF,FF,Godiva Chocolatier,Godiva Chocolatier,,,14/1/2026,14/1/2026,22.372838777067503,114.17961474538633,24/12/2024,825961.5370840514,836550.2313345921,836550.2313000001,825961.5371000003
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL S-SK 70, SHA KOK MARKET, G/F, SHA KOK SHOPPING CENTRE, SHA KOK ESTATE, SHA TIN, NEW TERRITORIES",新界沙田沙角邨沙角商場地下沙角市場S-SK70號鋪,Sha Tin,沙田區,2997813786,2997813786,97,97,FF,FF,楊記,楊記,,,11/4/2026,11/4/2026,22.37737963906103,114.19346712932375,13/2/2025,826464.4634535725,837976.8344,837976.8344,826464.4635000005
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION E1 OF UNIT E, 11/F, LEAPONT INDUSTRIAL BUILDING, 18-28 WO LIU HANG ROAD, SHA TIN, NEW TERRITORIES",新界沙田禾寮坑路18-28號聯邦工業大廈 11樓E室E1部份,Sha Tin,沙田區,2997813953,2997813953,97,97,FF,FF,火炭外賣團,火炭外賣團,,,19/6/2025,19/6/2025,22.397543229057394,114.19724404441784,21/6/2024,828697.3388147901,838365.5037554753,838365.5038000001,828697.3388
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP G01A, G/F, KINGS WING PLAZA I, 3 ON KWAN STREET, SHA TIN, NEW TERRITORIES",新界沙田安群街3號京瑞廣場一期地下G01A號鋪,Sha Tin,沙田區,2997814053,2997814053,97,97,FF,FF,堂小二,堂小二,,,1/8/2025,1/8/2025,22.388110815101577,114.2084682704198,12/8/2024,827653.0339380947,839521.5037441386,839521.5037000002,827653.0339000002
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO. S-CS 21, GROUND FLOOR, MARKET PLACE OF  CHUN SHEK SHOPPING CENTRE, CHUN SHEK ESTATE, 1 SHING TIN STREET, SHA TIN, NEW TERRITORIES",新界沙田盛田街1號秦石邨秦石商場街市地下S-CS21號檔位,Sha Tin,沙田區,2997813689,2997813689,97,97,FF,FF,滿分堂,滿分堂,,,12/3/2026,12/3/2026,22.37361848124111,114.1865860904819,5/2/2025,826047.9078,837268.2054,837268.2054000003,826047.9078000002
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"UNIT 9 10/F, CCT TELECOM BUILDING, 11 WO SHING STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭禾盛街11號中建電訊大廈10樓9室,Sha Tin,沙田區,2997813698,2997813698,97,97,FF,FF,YSH TECHNOLOGY LIMITED,益生好科技有限公司,,,12/3/2026,12/3/2026,22.397290710351864,114.19755016713451,6/2/2025,828669.3803,838397.0296559565,838397.0296999998,828669.3803000003
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 128A3, 1/F, OK MALL, KINGS WING PLAZA 2, 1 ON KWAN STREET, SHEK MUN, SHA TIN, NEW TERRITORIES",新界沙田石門安群街1號京瑞廣場二座1樓128A3鋪,Sha Tin,沙田區,2997813838,2997813838,97,97,FF,FF,UNI-CONE,UNI-CONE,,,29/4/2025,29/4/2025,22.388932657185116,114.20878075485211,21/5/2024,827744.0479426759,839553.6637,839553.6637000004,827744.0479000006
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 3, LEVEL 1, GREEN LEAVES GARDEN, NOS. 15-17 YUEN CHAU KOK ROAD, SHA TIN, NEW TERRITORIES",新界沙田圓洲角路15-17號翠麗花園1樓3鋪,Sha Tin,沙田區,2997813847,2997813847,97,97,FF,FF,手作功夫茶,手作功夫茶,,,29/4/2026,29/4/2026,22.380693149005527,114.1995692,20/2/2025,826831.4688285002,838605.2117739568,838605.2117999997,826831.4688000008
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION E8 OF UNIT E, 11/F, LEAPONT INDUSTRIAL BUILDING, 18-28 WO LIU HANG ROAD, SHA TIN, NEW TERRITORIES",新界沙田 禾寮坑路18-28號  聯邦工業大廈 11樓 E室 E8部份,Sha Tin,沙田區,2997813971,2997813971,97,97,FF,FF,Stars Cake,Stars Cake,,,1/7/2025,1/7/2025,22.39754323269326,114.19724404772566,3/7/2024,828697.3392174566,838365.5041,838365.5040999996,828697.3391999993
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL C19, G/F, MARKET, CHUNG ON SHOPPING CENTRE, CHUNG ON ESTATE, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山頌安邨頌安商場街市地下C19號檔,Sha Tin,沙田區,2997813555,2997813555,97,97,FF,FF,包點料理,包點料理,,,24/1/2026,24/1/2026,22.422048022823063,114.22668135659607,21/11/2024,831411.6083511771,841395.8209884424,841395.8210000005,831411.6084000003
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"WORKSHOP 15, 7/F, WAH WAI CENTRE, NOS. 38-40 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街38-40號華衛工貿中心7樓15室,Sha Tin,沙田區,2997813759,2997813759,97,97,FF,FF,一樂,一樂,,,2/4/2025,2/4/2025,22.400175573767100,114.192413021445000,30/4/2024,828988.7739944264,837868.0137807181,837868.0137999998,828988.7740000002
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO.2407, LEVEL 2, MOSTOWN (PHASE 4), NO.18 ON LUK STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山鞍祿街18號 新港城中心(第4期)2樓2407號舖,Sha Tin,沙田區,2997814099,2997814099,97,97,FF,FF,香香檸茶,香香檸茶,,,19/8/2025,19/8/2025,22.422400121033004,114.23178786501556,4/9/2024,831450.7817351911,841921.5416946305,841921.5417,831450.7817000002
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION E5 OF UNIT E, 11/F, LEAPONT INDUSTRIAL BUILDING, 18-28 WO LIU HANG ROAD, SHA TIN, NEW TERRITORIES",新界沙田 禾寮坑路18-28號  聯邦工業大廈 11樓 E室 E5部份,Sha Tin,沙田區,2997813980,2997813980,97,97,FF,FF,KA CAN COOK,KA CAN COOK,,,1/7/2025,1/7/2025,22.39754323269326,114.19724404772566,3/7/2024,828697.3392174566,838365.5041,838365.5040999996,828697.3391999993
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION N5 OF UNIT N, 8/F, VALIANT INDUSTRIAL CENTRE, 2-12 AU PUI WAN STREET, SHA TIN, NEW TERRITORIES",新界沙田坳背灣街2-12號威力工業中心8樓N室N5部份,Sha Tin,沙田區,2997813564,2997813564,97,97,FF,FF,Kragel Krazy bagel,Kragel Krazy bagel,,,24/1/2026,24/1/2026,22.397328853529473,114.19621480608636,28/11/2024,828673.5857580742,838259.5241536524,838259.5241999999,828673.5857999995
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION N3 OF UNIT N, 8/F, VALIANT INDUSTRIAL CENTRE, 2-12 AU PUI WAN STREET, SHA TIN, NEW TERRITORIES",新界沙田坳背灣街2-12號威力工業中心8樓N室N3部份,Sha Tin,沙田區,2997813573,2997813573,97,97,FF,FF,來點茶有限公司,來點茶有限公司,,,24/1/2026,24/1/2026,22.397328853529473,114.19621480608636,28/11/2024,828673.5857580742,838259.5241536524,838259.5241999999,828673.5857999995
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP UNIT 408A, 4/F, THE WAI, 18 CHE KUNG MIU ROAD, TAI WAI, NEW TERRITORIES",新界大圍車公廟路18號圍方商場4樓408A號鋪,Sha Tin,沙田區,2997813500,2997813500,97,97,FF,FF,CHATERAISE,CHATERAISE,,,22/12/2025,22/12/2025,22.3727186,114.1794464,11/12/2024,825948.2289167827,836532.8937,836532.8936999999,825948.2289000005
